シェル,画面,ボタン名称,背景色,文字色,枠色
HIA健保管理,[青] 面談対象者一覧（画面）,選択メンバーを一括処理,#1a365d,#ffffff,#1a365d
HIA健保管理,[青] 面談対象者一覧（画面）,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] 面談対象者一覧（画面）,面談結果入力,#ffffff,#4a5568,#e2e8f0
HIA健保管理,[青] 面談対象者一覧（画面）,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] 面談対象者一覧（画面）,面談結果入力,#ffffff,#4a5568,#e2e8f0
HIA健保管理,[青] 面談対象者一覧（画面）,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] 面談対象者一覧（画面）,面談結果入力,#ffffff,#4a5568,#e2e8f0
HIA健保管理,[青] 面談対象者一覧（画面）,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] 面談対象者一覧（画面）,面談結果入力,#ffffff,#4a5568,#e2e8f0
HIA健保管理,[青] 面談対象者一覧（画面）,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] 面談対象者一覧（画面）,面談結果入力,#ffffff,#4a5568,#e2e8f0
HIA健保管理,[青] 面談対象者一覧（画面）,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] 面談対象者一覧（画面）,面談結果入力,#ffffff,#4a5568,#e2e8f0
HIA健保管理,[青] 面談対象者一覧（画面）,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] 面談対象者一覧（画面）,面談結果入力,#ffffff,#4a5568,#e2e8f0
HIA健保管理,[青] 面談対象者一覧（画面）,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] 面談対象者一覧（画面）,面談結果入力,#ffffff,#4a5568,#e2e8f0
HIA健保管理,[青] 面談対象者一覧（画面）,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] 面談対象者一覧（画面）,面談結果入力,#ffffff,#4a5568,#e2e8f0
HIA健保管理,[青] 面談対象者一覧（画面）,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] 面談対象者一覧（画面）,面談結果入力,#ffffff,#4a5568,#e2e8f0
HIA健保管理,[青] 面談対象者一覧（画面）,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] 面談対象者一覧（画面）,面談結果入力,#ffffff,#4a5568,#e2e8f0
HIA健保管理,[青] 面談対象者一覧（画面）,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] 面談対象者一覧（画面）,面談結果入力,#ffffff,#4a5568,#e2e8f0
HIA健保管理,[青] 面談対象者一覧（画面）,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] 面談対象者一覧（画面）,面談結果入力,#ffffff,#4a5568,#e2e8f0
HIA健保管理,[青] 面談対象者一覧（画面）,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] 面談対象者一覧（画面）,面談結果入力,#ffffff,#4a5568,#e2e8f0
HIA健保管理,[青] 面談対象者一覧（画面）,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] 面談対象者一覧（画面）,面談結果入力,#ffffff,#4a5568,#e2e8f0
HIA健保管理,[青] 面談対象者一覧（画面）,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] 面談対象者一覧（画面）,面談結果入力,#ffffff,#4a5568,#e2e8f0
HIA健保管理,[青] 面談対象者一覧（画面）,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] 面談対象者一覧（画面）,面談結果入力,#ffffff,#4a5568,#e2e8f0
HIA健保管理,[青] 面談対象者一覧（画面）,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] 面談対象者一覧（画面）,面談結果入力,#ffffff,#4a5568,#e2e8f0
HIA健保管理,[青] 面談対象者一覧（画面）,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] 面談対象者一覧（画面）,面談結果入力,#ffffff,#4a5568,#e2e8f0
HIA健保管理,[青] 面談対象者一覧（画面）,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] 面談対象者一覧（画面）,面談結果入力,#ffffff,#4a5568,#e2e8f0
HIA健保管理,[青] 面談対象者一覧（画面）,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] 面談対象者一覧（画面）,面談結果入力,#ffffff,#4a5568,#e2e8f0
HIA健保管理,[青] 面談対象者一覧（画面）,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] 面談対象者一覧（画面）,面談結果入力,#ffffff,#4a5568,#e2e8f0
HIA健保管理,[青] 健診受診管理,定期健診,#1a365d,#ffffff,#1a365d
HIA健保管理,[青] 健診受診管理,深夜健診,#ffffff,#4a5568,#e2e8f0
HIA健保管理,[青] 健診受診管理,面談対象者一覧,#ffffff,#4a5568,#e2e8f0
HIA健保管理,[青] 健診受診管理,CSV出力,#ffffff,#4a5568,#e2e8f0
HIA健保管理,[青] 健診受診管理,絞り込む,#1a365d,#ffffff,#1a365d
HIA健保管理,[青] 健診受診管理,条件をクリア,#ffffff,#4a5568,#e2e8f0
HIA健保管理,[青] 健診受診管理,結果票,#ffffff,#4a5568,#e2e8f0
HIA健保管理,[青] 健診受診管理,結果票,#ffffff,#4a5568,#e2e8f0
HIA健保管理,[青] 健診受診管理,結果票,#ffffff,#4a5568,#e2e8f0
HIA健保管理,[青] 健診受診管理,結果票,#ffffff,#4a5568,#e2e8f0
HIA健保管理,[青] 健診受診管理,結果票,#ffffff,#4a5568,#e2e8f0
HIA健保管理,[青] 健診受診管理,結果票,#ffffff,#4a5568,#e2e8f0
HIA健保管理,[青] 健診受診管理,結果票,#ffffff,#4a5568,#e2e8f0
HIA健保管理,[青] 健診受診管理,結果票,#ffffff,#4a5568,#e2e8f0
HIA健保管理,[青] 健診受診管理,結果票,#ffffff,#4a5568,#e2e8f0
HIA健保管理,[青] 健診受診管理,結果票,#ffffff,#4a5568,#e2e8f0
HIA健保管理,[青] 健診受診管理,結果票,#ffffff,#4a5568,#e2e8f0
HIA健保管理,[青] 健診受診管理,結果票,#ffffff,#4a5568,#e2e8f0
HIA健保管理,[青] 健診受診管理,結果票,#ffffff,#4a5568,#e2e8f0
HIA健保管理,[青] 健診受診管理,結果票,#ffffff,#4a5568,#e2e8f0
HIA健保管理,[青] 健診受診管理,結果票,#ffffff,#4a5568,#e2e8f0
HIA健保管理,[青] 健診受診管理,結果票,#ffffff,#4a5568,#e2e8f0
HIA健保管理,[青] 健診受診管理,結果票,#ffffff,#4a5568,#e2e8f0
HIA健保管理,[青] 健診受診管理,結果票,#ffffff,#4a5568,#e2e8f0
HIA健保管理,[青] 健診受診管理,結果票,#ffffff,#4a5568,#e2e8f0
HIA健保管理,[青] 健診受診管理,結果票,#ffffff,#4a5568,#e2e8f0
HIA健保管理,[青] 健診受診管理,結果票,#ffffff,#4a5568,#e2e8f0
HIA健保管理,[青] 健診受診管理,結果票,#ffffff,#4a5568,#e2e8f0
HIA健保管理,[青] 面談結果入力（画面）,対面,#3182ce,#ffffff,transparent
HIA健保管理,[青] 面談結果入力（画面）,オンライン,#ffffff,#4a5568,transparent
HIA健保管理,[青] 面談結果入力（画面）,電話,#ffffff,#4a5568,transparent
HIA健保管理,[青] 面談結果入力（画面）,一覧に戻る,#ffffff,#3182ce,#bdd4ec
HIA健保管理,[青] 面談結果入力（画面）,次の未入力の方へ 残り10名,#ffffff,#3182ce,#bdd4ec
HIA健保管理,[青] 労基署報告（画面）,集計CSV出力,#ffffff,#4a5568,#e2e8f0
HIA健保管理,[青] メール配信,選択した方にリマインドを送る,#1a365d,#ffffff,#1a365d
HIA健保管理,[青] データ取込,面談対象者一覧,#ffffff,#4a5568,#e2e8f0
HIA健保管理,[青] データ取込,テンプレートCSV,#ffffff,#4a5568,#e2e8f0
HIA健保管理,[青] データ取込,取込む,#1a365d,#ffffff,#1a365d
HIA健保管理,[青] データ取込,連携済みの健診結果から総合判定を作成する（42件）,#ffffff,#4a5568,#e2e8f0
HIA健保管理,[青] データ取込,判定マスタを反映,#ffffff,#4a5568,#e2e8f0
HIA健保管理,[青] データ取込,集計をCSV出力,#1a365d,#ffffff,#1a365d
HIA健保管理,[青] データ取込,テンプレートCSV,#ffffff,#4a5568,#e2e8f0
HIA健保管理,[青] データ取込,取込む,#1a365d,#ffffff,#1a365d
HIA健保管理,[青] データ取込,テンプレートCSV,#ffffff,#4a5568,#e2e8f0
HIA健保管理,[青] データ取込,取込む,#1a365d,#ffffff,#1a365d
HIA健保管理,[青] ストレスチェック設問,条件をクリア,#ffffff,#4a5568,#e2e8f0
HIA健保管理,[青] ストレスチェック設問,新規作成,#1a365d,#ffffff,#1a365d
HIA健保管理,[青] ストレスチェック設問,削除,#ffffff,#e53e3e,#fed7d7
HIA健保管理,[青] ストレスチェック設問,削除,#ffffff,#e53e3e,#fed7d7
HIA健保管理,[青] ストレスチェック設問,削除,#ffffff,#e53e3e,#fed7d7
HIA健保管理,[青] ストレスチェック設問,削除,#ffffff,#e53e3e,#fed7d7
HIA健保管理,[青] ストレスチェック設問,削除,#ffffff,#e53e3e,#fed7d7
HIA健保管理,[青] ストレスチェック設問,削除,#ffffff,#e53e3e,#fed7d7
HIA健保管理,[青] ストレスチェック設問,削除,#ffffff,#e53e3e,#fed7d7
HIA健保管理,[青] 加入者健康一覧,ダッシュボードで見る,#ffffff,#4a5568,#e2e8f0
HIA健保管理,[青] 加入者健康一覧,選択メンバーを一括処理,#1a365d,#ffffff,#1a365d
HIA健保管理,[青] 加入者健康一覧,案内を送付,#1a365d,#ffffff,#1a365d
HIA健保管理,[青] 加入者健康一覧,対象者出力,#ffffff,#4a5568,#e2e8f0
HIA健保管理,[青] 加入者健康一覧,対応履歴出力,#ffffff,#4a5568,#e2e8f0
HIA健保管理,[青] 加入者健康一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] 加入者健康一覧,案内を送付,#1a365d,#ffffff,#1a365d
HIA健保管理,[青] 加入者健康一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] 加入者健康一覧,案内を送付,#1a365d,#ffffff,#1a365d
HIA健保管理,[青] 加入者健康一覧,未判定,#ffffff,#1a365d,#3182ce
HIA健保管理,[青] 加入者健康一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] 加入者健康一覧,案内を送付,#1a365d,#ffffff,#1a365d
HIA健保管理,[青] 加入者健康一覧,未判定,#ffffff,#1a365d,#3182ce
HIA健保管理,[青] 加入者健康一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] 加入者健康一覧,案内を送付,#1a365d,#ffffff,#1a365d
HIA健保管理,[青] 加入者健康一覧,未判定,#ffffff,#1a365d,#3182ce
HIA健保管理,[青] 加入者健康一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] 加入者健康一覧,案内を送付,#1a365d,#ffffff,#1a365d
HIA健保管理,[青] 加入者健康一覧,未判定,#ffffff,#1a365d,#3182ce
HIA健保管理,[青] 加入者健康一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] 加入者健康一覧,案内を送付,#1a365d,#ffffff,#1a365d
HIA健保管理,[青] 加入者健康一覧,就業制限,#ffffff,#2a4d9b,#2a4d9b
HIA健保管理,[青] 加入者健康一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] 加入者健康一覧,案内を送付,#1a365d,#ffffff,#1a365d
HIA健保管理,[青] 加入者健康一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] 加入者健康一覧,案内を送付,#1a365d,#ffffff,#1a365d
HIA健保管理,[青] 加入者健康一覧,要休業,#ffffff,#2a4d9b,#2a4d9b
HIA健保管理,[青] 加入者健康一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] 加入者健康一覧,案内を送付,#1a365d,#ffffff,#1a365d
HIA健保管理,[青] 加入者健康一覧,未判定,#ffffff,#1a365d,#3182ce
HIA健保管理,[青] 加入者健康一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] 加入者健康一覧,案内を送付,#1a365d,#ffffff,#1a365d
HIA健保管理,[青] 加入者健康一覧,要休業,#ffffff,#2a4d9b,#2a4d9b
HIA健保管理,[青] 加入者健康一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] 加入者健康一覧,案内を送付,#1a365d,#ffffff,#1a365d
HIA健保管理,[青] 加入者健康一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] 加入者健康一覧,案内を送付,#1a365d,#ffffff,#1a365d
HIA健保管理,[青] 加入者健康一覧,通常勤務,#ffffff,#2a4d9b,#2a4d9b
HIA健保管理,[青] 加入者健康一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] 加入者健康一覧,案内を送付,#1a365d,#ffffff,#1a365d
HIA健保管理,[青] 加入者健康一覧,未判定,#ffffff,#1a365d,#3182ce
HIA健保管理,[青] 加入者健康一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] 加入者健康一覧,案内を送付,#1a365d,#ffffff,#1a365d
HIA健保管理,[青] 加入者健康一覧,未判定,#ffffff,#1a365d,#3182ce
HIA健保管理,[青] 加入者健康一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] 加入者健康一覧,案内を送付,#1a365d,#ffffff,#1a365d
HIA健保管理,[青] 加入者健康一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] 加入者健康一覧,案内を送付,#1a365d,#ffffff,#1a365d
HIA健保管理,[青] 加入者健康一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] 加入者健康一覧,案内を送付,#1a365d,#ffffff,#1a365d
HIA健保管理,[青] 加入者健康一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] 加入者健康一覧,案内を送付,#1a365d,#ffffff,#1a365d
HIA健保管理,[青] 加入者健康一覧,未判定,#ffffff,#1a365d,#3182ce
HIA健保管理,[青] 加入者健康一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] 加入者健康一覧,案内を送付,#1a365d,#ffffff,#1a365d
HIA健保管理,[青] 加入者健康一覧,未判定,#ffffff,#1a365d,#3182ce
HIA健保管理,[青] 加入者健康一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] 加入者健康一覧,案内を送付,#1a365d,#ffffff,#1a365d
HIA健保管理,[青] 加入者健康一覧,未判定,#ffffff,#1a365d,#3182ce
HIA健保管理,[青] 加入者健康一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] 加入者健康一覧,案内を送付,#1a365d,#ffffff,#1a365d
HIA健保管理,[青] 加入者健康一覧,未判定,#ffffff,#1a365d,#3182ce
HIA健保管理,[青] 加入者健康一覧,詳細表示,#edf2f7,#4a5568,#cbd5e0
HIA健保管理,[青] 加入者健康一覧,案内を送付,#1a365d,#ffffff,#1a365d
HIA健保管理,[青] 加入者マイページ,戻る,#ffffff,#666666,#cccccc
HIA健保管理,[青] 健康マイページ（本人）,戻る,#ffffff,#666666,#cccccc
HIA健保管理,[青] 写真の取込（個人ごと）,検索する,#1a365d,#ffffff,#1a365d
